Àà±ð,ÐòºÅ,Ãû  ³Æ,¿ÉÊ³²¿·Ö,ÄÜÁ¿,Ë®·Ö,µ°°×ÖÊ,Ö¬·¾,ÉÅÊ³ÏËÎ¬,Ì¼Ë®»¯Îï,Î¬ÉúËØA,Î¬ÉúËØB1,Î¬ÉúËØB2,ÑÌËá,Î¬ÉúËØE,ÄÆ,¸Æ,Ìú,Àà±ð,Î¬ÉúËØC,µ¨¹Ì´¼
90,256,²¤ÂÜ£¨·ïÀæ£¬µØ²¤ÂÜ£©,68,41,8.840000e+01,5.000000e-01,1.000000e-01,1.300000e+00,9.500000e+00,33,4.000000e-02,2.000000e-02,2.000000e-01,0,8.000000e-01,12,6.000000e-01,41,18,0
90,282,½Û£¨¸£½Û£©,67,45,8.810000e+01,1,2.000000e-01,4.000000e-01,9.900000e+00,100,5.000000e-02,2.000000e-02,3.000000e-01,0,5.000000e-01,27,8.000000e-01,41,11,0
90,283,½Û£¨Â«¸Ì£©,77,43,8.850000e+01,6.000000e-01,2.000000e-01,6.000000e-01,9.700000e+00,87,2.000000e-02,3.000000e-02,2.000000e-01,0,1.300000e+00,45,1.400000e+00,41,19,0
91,257,²¤ÂÜÃÛÈâ,43,103,7.320000e+01,2.000000e-01,3.000000e-01,8.000000e-01,2.490000e+01,0,6.000000e-02,5.000000e-02,7.000000e-01,5.200000e-01,1.140000e+01,9,5.000000e-01,41,9,0
92,258,²¤ÂÜÃÛ×Ó,97,160,57,4.900000e+00,3.000000e-01,2.300000e+00,3.440000e+01,0,3.100000e-01,1.600000e-01,9.000000e-01,1.200000e-01,1.150000e+01,18,1.600000e+00,41,16,0
92,399,Ôæ£¨ÏÊ£©,87,122,6.740000e+01,1.100000e+00,3.000000e-01,1.900000e+00,2.860000e+01,40,6.000000e-02,9.000000e-02,9.000000e-01,7.800000e-01,1.200000e+00,22,1.200000e+00,41,243,0
93,260,²ÝÝ®½´,100,269,3.250000e+01,8.000000e-01,2.000000e-01,2.000000e-01,6.610000e+01,0,1.500000e-01,1.000000e-01,2.000000e-01,4.900000e-01,8.700000e+00,44,2.100000e+00,41,1,0
93,388,ÐÓ½´,100,286,2.830000e+01,2.000000e-01,3.000000e-01,4.000000e-01,7.050000e+01,5,1.000000e-01,7.000000e-02,2.000000e-01,3.100000e-01,5,6,4.000000e-01,41,1,0
94,261,³È,74,47,8.740000e+01,8.000000e-01,2.000000e-01,6.000000e-01,1.050000e+01,27,5.000000e-02,4.000000e-02,3.000000e-01,5.600000e-01,1.200000e+00,20,4.000000e-01,41,33,0
94,264,¸Ì,77,51,8.690000e+01,7.000000e-01,2.000000e-01,4.000000e-01,1.150000e+01,148,8.000000e-02,4.000000e-02,4.000000e-01,9.200000e-01,1.400000e+00,35,2.000000e-01,41,28,0
94,281,½Û¸Ì×Ó£¨¿íÆ¤¹ð£©,78,43,8.860000e+01,8.000000e-01,1.000000e-01,5.000000e-01,9.700000e+00,82,4.000000e-02,3.000000e-02,2.000000e-01,1.220000e+00,8.000000e-01,24,2.000000e-01,41,35,0
94,284,½Û£¨Èýºþºì½Û£©,68,41,8.850000e+01,8.000000e-01,3.000000e-01,1.300000e+00,8.700000e+00,0,3.000000e-02,2.000000e-02,3.000000e-01,3.000000e-01,1.400000e+00,33,2.000000e-01,41,3,0
94,285,½Û£¨ËÄ´¨ºì½Û£©,78,40,8.910000e+01,7.000000e-01,1.000000e-01,7.000000e-01,9.100000e+00,30,2.400000e-01,4.000000e-02,3.000000e-01,2.700000e-01,1.700000e+00,42,5.000000e-01,41,33,0
94,288,½Û£¨ÃÛ½Û£©,76,42,8.820000e+01,8.000000e-01,4.000000e-01,1.400000e+00,8.900000e+00,277,5.000000e-02,4.000000e-02,2.000000e-01,4.500000e-01,1.300000e+00,19,2.000000e-01,41,19,0
94,326,Æ»¹û£¨·üÆ»¹û£©,86,45,8.730000e+01,5.000000e-01,1.000000e-01,1.200000e+00,1.060000e+01,0,4.000000e-02,4.000000e-02,4.000000e-01,1.500000e-01,1.300000e+00,15,3.000000e-01,41,2,0
94,369,ÌÒ£¨ºµ¾Ã±££©,89,46,8.730000e+01,9.000000e-01,1.000000e-01,8.000000e-01,1.050000e+01,2,3.000000e-02,2.000000e-02,8.000000e-01,5.300000e-01,1.800000e+00,12,2.000000e-01,41,10,0
94,372,ÌÒ£¨¾Ã±£ÌÒ£©,94,41,89,6.000000e-01,1.000000e-01,6.000000e-01,9.400000e+00,0,4.000000e-02,4.000000e-02,1.200000e+00,1.150000e+00,2,10,4.000000e-01,41,8,0
94,814,Á¹Êí£¨·¬´ÄµØ¹Ï¶¹Êí£©,91,55,8.520000e+01,9.000000e-01,1.000000e-01,8.000000e-01,1.260000e+01,0,3.000000e-02,3.000000e-02,3.000000e-01,8.600000e-01,5.500000e+00,21,6.000000e-01,33,13,0
95,262,µõµ°,95,56,8.170000e+01,8.000000e-01,4.000000e-01,4.400000e+00,1.240000e+01,0,1.000000e-02,0,0,2.190000e+00,6.000000e-01,11,2.000000e-01,41,0,0
95,316,Àæ£¨¶¬¹ûÀæ¹ÞÍ·£©,100,47,8.360000e+01,3.000000e-01,0,4.500000e+00,1.140000e+01,0,1.000000e-02,0,0,2,2,16,1.400000e+00,41,0,0
95,355,É£ÝØ,100,49,8.280000e+01,1.700000e+00,4.000000e-01,4.100000e+00,9.700000e+00,5,2.000000e-02,6.000000e-02,0,9.870000e+00,2,37,4.000000e-01,41,0,0
96,265,éÏé­£¨°×é­£©,80,49,8.310000e+01,8.000000e-01,2.000000e-01,4,1.110000e+01,22,1.000000e-02,1.000000e-02,7.000000e-01,0,0,49,2.000000e-01,41,3,0
96,398,Óà¸Ê×Ó£¨ÓÍ¸Ê×Ó£©,80,38,8.660000e+01,3.000000e-01,1.000000e-01,3.400000e+00,9,8,0,1.000000e-02,5.000000e-01,0,0,6,2.000000e-01,41,62,0
97,266,¸ÊÕáÖ­,100,64,8.310000e+01,4.000000e-01,1.000000e-01,6.000000e-01,1.540000e+01,2,1.000000e-02,2.000000e-02,2.000000e-01,0,3,14,4.000000e-01,41,2,0
97,267,¹ðÔ²£¨ÏÊ£©,50,70,8.140000e+01,1.200000e+00,1.000000e-01,4.000000e-01,1.620000e+01,3,1.000000e-02,1.400000e-01,1.300000e+00,0,3.900000e+00,6,2.000000e-01,41,43,0
97,318,ÀóÖ¦£¨ÏÊ£©,73,70,8.190000e+01,9.000000e-01,2.000000e-01,5.000000e-01,1.610000e+01,2,1.000000e-01,4.000000e-02,1.100000e+00,0,1.700000e+00,2,4.000000e-01,41,41,0
97,397,èÖ£¨ÎÄµ©£©,69,41,89,8.000000e-01,2.000000e-01,4.000000e-01,9.100000e+00,2,0,3.000000e-02,3.000000e-01,0,3,4,3.000000e-01,41,23,0
98,268,¹ðÔ²£¨¸É£¬ÁúÑÛ£¬Ô²ÑÛ£©,37,273,2.690000e+01,5,2.000000e-01,2,6.280000e+01,0,0,3.900000e-01,1.300000e+00,0,3.300000e+00,38,7.000000e-01,41,12,0
98,269,¹ðÔ²Èâ,100,313,1.770000e+01,4.600000e+00,1,2,7.150000e+01,0,4.000000e-02,1.030000e+00,8.900000e+00,0,7.300000e+00,39,3.900000e+00,41,27,0
99,270,¹ûµ¤Æ¤,100,321,1.670000e+01,1,8.000000e-01,2.600000e+00,7.740000e+01,25,2.000000e-02,3.000000e-02,7.000000e-01,1.850000e+00,1.155000e+02,52,1.160000e+01,41,3,0
99,272,º£ÌÄ¸¬,100,286,2.580000e+01,6.000000e-01,2.000000e-01,2.200000e+00,7.040000e+01,10,2.000000e-02,5.000000e-02,3.000000e-01,1.110000e+00,2.005000e+02,19,3.100000e+00,41,0,0
99,279,½ð¸âÌõ,100,300,2.260000e+01,6.000000e-01,6.000000e-01,1.600000e+00,73,10,2.000000e-02,8.000000e-02,3.000000e-01,4.540000e+00,1.921000e+02,42,6.300000e+00,41,10,0
99,381,ÌÒ¸¬,100,310,1.920000e+01,1.400000e+00,4.000000e-01,2.400000e+00,7.520000e+01,8,1.000000e-02,1.200000e-01,8.000000e-01,6.250000e+00,243,96,1.040000e+01,41,6,0
99,389,ÐÓ¸¬,100,329,1.530000e+01,8.000000e-01,6.000000e-01,1.800000e+00,8.020000e+01,157,2.000000e-02,9.000000e-02,6.000000e-01,6.100000e-01,2.133000e+02,68,4.800000e+00,41,6,0
100,271,º£ÌÄ¹û,86,73,7.990000e+01,3.000000e-01,2.000000e-01,1.800000e+00,1.740000e+01,118,5.000000e-02,3.000000e-02,2.000000e-01,2.500000e-01,6.000000e-01,15,4.000000e-01,41,20,0
100,383,Ïã½¶,59,91,7.580000e+01,1.400000e+00,2.000000e-01,1.200000e+00,2.080000e+01,10,2.000000e-02,4.000000e-02,7.000000e-01,2.400000e-01,8.000000e-01,7,4.000000e-01,41,8,0
101,273,º£ÌÄ¹ÞÍ·,100,53,8.540000e+01,5.000000e-01,2.000000e-01,1.300000e+00,1.230000e+01,0,0,0,0,0,8.800000e+00,43,2.300000e+00,41,0,0
101,299,Àæ£¨¿â¶ûÀÕÀæ£©,91,28,8.590000e+01,1.000000e-01,1.000000e-01,6.700000e+00,6.700000e+00,0,0,0,0,0,3.700000e+00,22,1.200000e+00,41,0,0
101,306,Àæ£¨ÈíÀæ£©,68,14,8.740000e+01,4.000000e-01,2.000000e-01,9.100000e+00,2.600000e+00,3,0,0,0,0,1,25,9.000000e-01,41,0,0
101,343,Æ»¹û¹ÞÍ·,100,39,8.920000e+01,2.000000e-01,2.000000e-01,1.300000e+00,9,0,0,0,0,0,6.200000e+00,26,7.000000e-01,41,0,0
102,274,ºÚÔæ£¨ÎÞºË£¬ÎÚÔæ£¬ÈíÔæ£©,98,228,39,1.700000e+00,3.000000e-01,2.600000e+00,5.470000e+01,7,0,0,2.100000e+00,1.880000e+00,6.300000e+00,108,1.200000e+00,41,0,0
102,360,ÊÁ±ý,97,250,3.380000e+01,1.800000e+00,2.000000e-01,2.600000e+00,6.020000e+01,48,1.000000e-02,0,5.000000e-01,6.300000e-01,6.400000e+00,54,2.700000e+00,41,0,0
103,275,ºì¹û£¨É½Àïºì£¬´óÉ½é«£©,76,95,73,5.000000e-01,6.000000e-01,3.100000e+00,22,17,2.000000e-02,2.000000e-02,4.000000e-01,7.320000e+00,5.400000e+00,52,9.000000e-01,41,53,0
103,409,â¨ºïÌÒ£¨ÖÐ»ªâ¨ºïÌÒ£¬ÑòÌÒ£©,83,56,8.340000e+01,8.000000e-01,6.000000e-01,2.600000e+00,1.190000e+01,22,5.000000e-02,2.000000e-02,3.000000e-01,2.430000e+00,10,27,1.200000e+00,41,62,0
104,276,ºì¹û£¨¸É£©,100,152,1.110000e+01,4.300000e+00,2.200000e+00,4.970000e+01,2.870000e+01,10,2.000000e-02,1.800000e-01,7.000000e-01,4.700000e-01,9.900000e+00,144,4.000000e-01,41,2,0
105,277,»ÆÆ¤¹û£¨»ÆÆ¤£©,59,31,8.760000e+01,1.600000e+00,2.000000e-01,4.300000e+00,5.600000e+00,0,1.300000e-01,6.000000e-02,0,0,6.500000e+00,0,4.000000e-01,41,35,0
106,278,½ð¸â,100,176,55,2.000000e-01,0,6.000000e-01,4.370000e+01,3,1.800000e-01,7.000000e-02,1.000000e-01,4.200000e-01,3.430000e+01,49,1.800000e+00,41,4,0
107,286,½Û£¨Ð¡Ò¶½Û£©,81,38,8.950000e+01,1.100000e+00,2.000000e-01,9.000000e-01,7.900000e+00,0,2.500000e-01,3.000000e-02,7.000000e-01,7.400000e-01,2.100000e+00,72,2.000000e-01,41,0,0
107,317,Àæ£¨ÌÇË®¹ÞÍ·£©,100,33,9.040000e+01,5.000000e-01,2.000000e-01,1.400000e+00,7.400000e+00,0,2.000000e-02,4.000000e-02,2.000000e-01,2.000000e-02,2.100000e+00,2,3.000000e-01,41,0,0
107,319,Ã¢¹û£¨Ä¨ÃÍ¹û£¬Íû¹û£©,60,32,9.060000e+01,6.000000e-01,2.000000e-01,1.300000e+00,7,1342,1.000000e-02,4.000000e-02,3.000000e-01,1.210000e+00,2.800000e+00,0,2.000000e-01,41,23,0
108,289,½Û±ý,100,364,5.400000e+00,6.000000e-01,4.000000e-01,3.500000e+00,8.940000e+01,43,3.000000e-02,1.900000e-01,6.000000e-01,0,4.859000e+02,125,8.000000e-01,41,0,0
108,387,ÐÓ¸É,25,330,8.800000e+00,2.700000e+00,4.000000e-01,4.400000e+00,7.880000e+01,102,0,1.000000e-02,1.200000e+00,0,4.040000e+01,147,3.000000e-01,41,0,0
109,291,Àæ,75,32,90,4.000000e-01,1.000000e-01,2,7.300000e+00,0,1.000000e-02,4.000000e-02,1.000000e-01,0,3.900000e+00,11,0,41,1,0
109,304,Àæ£¨Ä¾Àæ£©,80,28,91,4.000000e-01,1.000000e-01,1.900000e+00,6.300000e+00,0,1.000000e-02,4.000000e-02,1.000000e-01,4.700000e-01,3,4,1.000000e-01,41,5,0
109,314,Àæ£¨×¨°ÑÀæ£©,74,35,8.770000e+01,5.000000e-01,1.300000e+00,4.900000e+00,5.300000e+00,0,1.000000e-02,1.200000e-01,1.000000e-01,0,5.300000e+00,5,2.000000e-01,41,4,0
109,323,ÄûÃÊÖ­,100,26,9.310000e+01,9.000000e-01,2.000000e-01,3.000000e-01,5.200000e+00,0,1.000000e-02,2.000000e-02,1.000000e-01,0,1.200000e+00,24,1.000000e-01,41,11,0
110,292,Àæ£¨°ÍÀæ£©,79,46,8.610000e+01,4.000000e-01,2.000000e-01,2.200000e+00,1.070000e+01,2,3.000000e-02,5.000000e-02,2.000000e-01,5.200000e-01,1,6,2.000000e-01,41,11,0
110,300,Àæ£¨À³ÑôÀæ£©,80,49,8.480000e+01,3.000000e-01,2.000000e-01,2.600000e+00,1.150000e+01,0,3.000000e-02,2.000000e-02,3.000000e-01,6.100000e-01,1.800000e+00,10,4.000000e-01,41,3,0
110,313,Àæ£¨Ñ¼¹ãÀæ£¬¹ãÀæ£©,76,50,8.240000e+01,6.000000e-01,2.000000e-01,5.100000e+00,1.140000e+01,0,0,2.000000e-02,3.000000e-01,4.800000e-01,1,18,2.000000e-01,41,4,0
110,334,Æ»¹û£¨»ÆÏã½¶Æ»¹û£©,88,49,8.560000e+01,3.000000e-01,2.000000e-01,2.200000e+00,1.150000e+01,3,0,3.000000e-02,3.000000e-01,7.900000e-01,8.000000e-01,10,3.000000e-01,41,4,0
110,359,ÊÁ£¨ºÉÊÁ£©,98,57,8.170000e+01,6.000000e-01,2.000000e-01,3.800000e+00,1.330000e+01,73,3.000000e-02,4.000000e-02,3.000000e-01,2.950000e+00,1.100000e+00,9,2.000000e-01,41,11,0
111,293,Àæ£¨¶¬¹ûÀæ£©,87,37,8.620000e+01,4.000000e-01,2.000000e-01,4.300000e+00,8.500000e+00,3,0,3.000000e-02,2.000000e-01,0,0,0,0,41,6,0
111,307,Àæ£¨ËÕÄ¾Àæ£©,88,48,8.560000e+01,6.000000e-01,3.000000e-01,2.500000e+00,1.060000e+01,0,1.000000e-02,2.000000e-02,4.000000e-01,0,0,0,0,41,5,0
111,330,Æ»¹û£¨ºµ£©,96,30,9.080000e+01,4.000000e-01,2.000000e-01,1.700000e+00,6.700000e+00,0,1.000000e-02,3.000000e-02,1.000000e-01,0,0,0,0,41,0,0
111,336,Æ»¹û£¨Ó¡¶ÈÆ»¹û£©,90,44,84,6.000000e-01,2.000000e-01,4.900000e+00,9.900000e+00,3,4.000000e-02,2.000000e-02,1.000000e-01,0,0,0,0,41,0,0
111,340,Æ»¹û£¨ÇïÀïÃÉÆ»¹û£©,85,35,8.750000e+01,2.000000e-01,2.000000e-01,3.700000e+00,8.200000e+00,0,3.000000e-02,1.000000e-02,8.000000e-01,0,0,0,0,41,0,0
111,342,Æ»¹û£¨ºìÓñÆ»¹û£©,84,43,8.470000e+01,2.000000e-01,2.000000e-01,4.700000e+00,10,2,2.000000e-02,2.000000e-02,5.000000e-01,0,0,0,0,41,0,0
111,350,ÆÏÌÑ£¨ÂíÄÌ×Ó£©,84,40,8.960000e+01,5.000000e-01,4.000000e-01,4.000000e-01,8.700000e+00,8,0,3.000000e-02,8.000000e-01,0,0,0,0,41,0,0
112,294,Àæ£¨¶ì»ÆÀæ£©,68,37,8.860000e+01,3.000000e-01,1.000000e-01,1.900000e+00,8.800000e+00,0,3.000000e-02,2.000000e-02,0,1.770000e+00,1.700000e+00,1,0,41,8,0
112,302,Àæ£¨ÂíÌã»ÆÀæ£©,74,47,8.680000e+01,3.000000e-01,1.000000e-01,1.300000e+00,1.120000e+01,0,3.000000e-02,3.000000e-02,0,1.800000e+00,3.300000e+00,2,1.000000e-01,41,10,0
112,303,Àæ£¨Ã÷ÔÂÀæ£©,81,53,8.590000e+01,3.000000e-01,2.000000e-01,9.000000e-01,1.240000e+01,0,2.000000e-02,3.000000e-02,0,2.090000e+00,1.400000e+00,2,4.000000e-01,41,6,0
112,308,Àæ£¨ËÖÀæ£©,72,43,88,3.000000e-01,1.000000e-01,1.200000e+00,1.020000e+01,0,3.000000e-02,2.000000e-02,0,1.820000e+00,2.300000e+00,2,0,41,11,0
112,315,Àæ£¨×ÏËÖÀæ£©,59,47,86,3.000000e-01,1.000000e-01,2,1.130000e+01,0,3.000000e-02,4.000000e-02,0,3.640000e+00,1.700000e+00,1,0,41,9,0
112,361,Ê¯Áñ£¨ºì·ÛÆ¤Ê¯Áñ£©,57,64,7.870000e+01,1.300000e+00,1.000000e-01,4.900000e+00,1.450000e+01,0,5.000000e-02,3.000000e-02,0,3.720000e+00,8.000000e-01,16,2.000000e-01,41,13,0
112,362,Ê¯Áñ£¨Âêè§Ê¯Áñ£©,60,63,7.920000e+01,1.600000e+00,2.000000e-01,4.700000e+00,1.370000e+01,0,5.000000e-02,3.000000e-02,0,2.280000e+00,7.000000e-01,6,4.000000e-01,41,5,0
112,363,Ê¯Áñ£¨ÇàÆ¤Ê¯Áñ£©,55,61,7.950000e+01,1.200000e+00,2.000000e-01,4.900000e+00,1.360000e+01,0,5.000000e-02,3.000000e-02,0,4.530000e+00,1.300000e+00,6,2.000000e-01,41,8,0
113,295,Àæ£¨ÔçËÖÀæ£©,92,43,8.580000e+01,2.000000e-01,2.000000e-01,3.600000e+00,10,7,0,0,0,0,2.000000e-01,12,2.000000e-01,41,12,0
113,297,Àæ£¨½õ·áÀæ£©,92,44,8.550000e+01,2.000000e-01,1.000000e-01,3.200000e+00,1.070000e+01,3,0,0,0,0,0,0,0,41,6,0
113,301,Àæ£¨íÂÉ½Àæ£©,91,48,8.370000e+01,2.000000e-01,2.000000e-01,4.200000e+00,1.140000e+01,0,0,0,0,0,0,0,0,41,0,0
114,296,Àæ£¨ºìÐ¤Àæ£©,87,30,8.910000e+01,2.000000e-01,0,3.200000e+00,7.300000e+00,2,7.000000e-02,4.600000e-01,6.000000e-01,4.600000e-01,3.400000e+00,11,4.000000e-01,41,4,0
114,309,Àæ£¨ËáÀæ£©,85,26,8.960000e+01,1.000000e-01,1.000000e-01,3.700000e+00,6.100000e+00,0,3.000000e-02,2.200000e-01,8.000000e-01,1.280000e+00,8.500000e+00,12,6.000000e-01,41,14,0
115,298,Àæ£¨¾©°×Àæ£©,79,54,8.530000e+01,2.000000e-01,5.000000e-01,1.400000e+00,1.230000e+01,0,2.000000e-02,2.000000e-02,2.000000e-01,8.000000e-02,7.000000e-01,7,3.000000e-01,41,3,0
115,312,Àæ£¨Ñ¼Àæ£©,82,43,8.830000e+01,2.000000e-01,2.000000e-01,1.100000e+00,10,2,3.000000e-02,3.000000e-02,2.000000e-01,3.100000e-01,1.500000e+00,4,9.000000e-01,41,4,0
115,325,Æ»¹û,76,52,8.590000e+01,2.000000e-01,2.000000e-01,1.200000e+00,1.230000e+01,3,6.000000e-02,2.000000e-02,2.000000e-01,2.120000e+00,1.600000e+00,4,6.000000e-01,41,4,0
115,328,Æ»¹û£¨»ÆÔªË§Æ»¹û£©,80,55,8.460000e+01,2.000000e-01,3.000000e-01,1.800000e+00,1.290000e+01,15,2.000000e-02,2.000000e-02,1.000000e-01,2.100000e-01,6.000000e-01,5,3.000000e-01,41,4,0
115,329,Æ»¹û£¨¹ú¹âÆ»¹û£©,78,54,8.590000e+01,3.000000e-01,3.000000e-01,8.000000e-01,1.250000e+01,10,2.000000e-02,3.000000e-02,2.000000e-01,1.100000e-01,1.300000e+00,8,3.000000e-01,41,4,0
115,332,Æ»¹û£¨ºìÏã½¶Æ»¹û£©,87,49,8.690000e+01,4.000000e-01,2.000000e-01,9.000000e-01,1.140000e+01,17,1.000000e-02,2.000000e-02,1.000000e-01,3.600000e-01,2,5,6.000000e-01,41,3,0
115,337,Æ»¹û£¨ºìÔªË§Æ»¹û£©,84,59,8.490000e+01,2.000000e-01,4.000000e-01,6.000000e-01,1.370000e+01,7,2.000000e-02,1.000000e-02,2.000000e-01,2.000000e-02,7.000000e-01,2,3.000000e-01,41,3,0
115,339,Æ»¹û£¨ÇàÏã½¶Æ»¹û£©,80,49,8.630000e+01,3.000000e-01,1.000000e-01,1.300000e+00,1.180000e+01,3,2.000000e-02,2.000000e-02,2.000000e-01,3.700000e-01,1.300000e+00,9,2.000000e-01,41,3,0
115,349,ÆÏÌÑ£¨¾Þ·å£©,84,50,87,4.000000e-01,2.000000e-01,4.000000e-01,1.160000e+01,5,3.000000e-02,1.000000e-02,1.000000e-01,3.400000e-01,2,7,6.000000e-01,41,4,0
115,351,ÆÏÌÑ£¨Ãµ¹åÏã£©,86,50,8.690000e+01,4.000000e-01,4.000000e-01,1,1.110000e+01,3,2.000000e-02,2.000000e-02,2.000000e-01,8.600000e-01,2.400000e+00,8,1.000000e-01,41,4,0
116,305,Àæ£¨Æ»¹ûÀæ£©,94,48,8.540000e+01,2.000000e-01,1.000000e-01,2.300000e+00,1.160000e+01,5,0,1.000000e-02,5.000000e-01,0,2.400000e+00,4,4.000000e-01,41,4,0
116,310,Àæ£¨ÏãÀæ£©,89,46,8.580000e+01,3.000000e-01,1.000000e-01,2.700000e+00,1.090000e+01,12,0,0,1.000000e-01,0,8.000000e-01,6,4.000000e-01,41,0,0
116,341,Æ»¹û£¨ÙÁ½õÆ»¹û£©,86,50,8.580000e+01,2.000000e-01,2.000000e-01,1.700000e+00,1.190000e+01,8,0,1.000000e-02,2.000000e-01,0,6.000000e-01,4,6.000000e-01,41,1,0
117,311,Àæ£¨Ñ©»¨Àæ£©,86,41,8.880000e+01,2.000000e-01,1.000000e-01,8.000000e-01,9.800000e+00,17,1.000000e-02,1.000000e-02,3.000000e-01,1.900000e-01,6.000000e-01,5,3.000000e-01,41,4,0
117,333,Æ»¹û£¨½ðÔªË§Æ»¹û£©,78,50,8.620000e+01,2.000000e-01,1.000000e-01,1.100000e+00,1.220000e+01,15,5.000000e-02,1.000000e-02,1.000000e-01,6.100000e-01,1.700000e+00,2,2.000000e-01,41,4,0
117,347,ÆÏÌÑ£¨×Ï£©,88,43,8.840000e+01,7.000000e-01,3.000000e-01,1,9.300000e+00,10,3.000000e-02,1.000000e-02,3.000000e-01,0,1.800000e+00,10,5.000000e-01,41,3,0
117,386,ÐÓ£¨Àî×ÓÐÓ£©,92,35,8.990000e+01,1,1.000000e-01,1.100000e+00,7.500000e+00,13,3.000000e-02,1.000000e-02,5.000000e-01,0,1.500000e+00,3,2.000000e-01,41,16,0
118,320,Ãæµ°,60,84,7.450000e+01,1.600000e+00,5.000000e-01,3.300000e+00,1.840000e+01,22,3.000000e-02,0,0,4.110000e+00,3.800000e+00,206,4.300000e+00,41,0,0
119,321,ÄÏ¹Ï¹û¸¬,100,336,1.540000e+01,9.000000e-01,2.000000e-01,7.000000e-01,8.260000e+01,0,1.000000e-02,0,0,0,1.640000e+01,176,0,41,7,0
119,352,ÆÏÌÑ¸É,100,341,1.160000e+01,2.500000e+00,4.000000e-01,1.600000e+00,8.180000e+01,0,9.000000e-02,0,0,0,1.910000e+01,52,9.100000e+00,41,5,0
119,405,Ôæ£¨ÃÛÔæ£©,100,321,1.340000e+01,1.300000e+00,2.000000e-01,5.800000e+00,7.860000e+01,0,1.000000e-02,1.000000e-01,4.000000e-01,0,2.510000e+01,59,3.500000e+00,41,55,0
120,322,ÄûÃÊ,66,35,91,1.100000e+00,1.200000e+00,1.300000e+00,4.900000e+00,0,5.000000e-02,2.000000e-02,6.000000e-01,1.140000e+00,1.100000e+00,101,8.000000e-01,41,22,0
121,327,Æ»¹û£¨ºìÐÇÆ»¹û£©,85,57,85,4.000000e-01,1.000000e-01,8.000000e-01,1.350000e+01,2,0,2.000000e-02,0,2.100000e-01,2.300000e+00,2,2.000000e-01,41,1,0
121,338,Æ»¹û£¨×£¹âÆ»¹û£©,86,46,8.670000e+01,4.000000e-01,1.000000e-01,1.500000e+00,11,2,5.000000e-02,1.000000e-02,0,7.000000e-02,1.700000e+00,3,3.000000e-01,41,2,0
122,331,Æ»¹û£¨ºì¸»Ê¿Æ»¹û£©,85,45,8.690000e+01,7.000000e-01,4.000000e-01,2.100000e+00,9.600000e+00,100,1.000000e-02,0,0,1.460000e+00,7.000000e-01,3,7.000000e-01,41,2,0
122,391,ÐÓ×Ó¹ÞÍ·,100,37,8.920000e+01,6.000000e-01,2.000000e-01,1.400000e+00,8.300000e+00,72,0,0,0,1.320000e+00,2.230000e+01,6,2.100000e+00,41,0,0
123,335,Æ»¹û£¨ÏãÓñÆ»¹û£©,69,59,8.340000e+01,5.000000e-01,1.000000e-01,1.700000e+00,14,10,3.000000e-02,2.000000e-02,0,8.400000e-01,2.600000e+00,3,3.000000e-01,41,6,0
123,346,ÆÏÌÑ,86,43,8.870000e+01,5.000000e-01,2.000000e-01,4.000000e-01,9.900000e+00,8,4.000000e-02,2.000000e-02,2.000000e-01,7.000000e-01,1.300000e+00,5,4.000000e-01,41,25,0
123,348,ÆÏÌÑ£¨ºìÃµ¹å£©,96,37,8.850000e+01,4.000000e-01,2.000000e-01,2.200000e+00,8.500000e+00,0,3.000000e-02,2.000000e-02,0,1.660000e+00,1.500000e+00,17,3.000000e-01,41,5,0
123,368,ÌÒ£¨¸ßÉ½°×ÌÒ£©,69,40,8.850000e+01,7.000000e-01,2.000000e-01,1.300000e+00,8.800000e+00,3,4.000000e-02,1.000000e-02,0,1.050000e+00,7.000000e-01,7,8.000000e-01,41,10,0
123,373,ÌÒ£¨ÆÑÌÒ£©,69,33,8.870000e+01,5.000000e-01,2.000000e-01,2.800000e+00,7.400000e+00,0,0,2.000000e-02,1.000000e-01,7.000000e-01,1,4,3.000000e-01,41,25,0
123,375,ÌÒ£¨Íí£¬»Æ£©,75,39,89,7.000000e-01,2.000000e-01,1,8.600000e+00,3,5.000000e-02,1.000000e-02,0,2.100000e-01,5.000000e-01,6,3.000000e-01,41,11,0
123,378,ÌÒ£¨Ôç£¬»Æ£©,73,38,89,4.000000e-01,1.000000e-01,1.100000e+00,9,10,5.000000e-02,2.000000e-02,0,7.100000e-01,1.300000e+00,4,4.000000e-01,41,12,0
124,344,Æ»¹û½´,100,277,3.040000e+01,4.000000e-01,1.000000e-01,3.000000e-01,6.870000e+01,0,2.800000e-01,2.000000e-02,0,0,11,2,1.300000e+00,41,1,0
124,380,ÌÒ½´,100,273,3.120000e+01,4.000000e-01,2.000000e-01,5.000000e-01,6.750000e+01,0,1.000000e-02,1.000000e-02,5.000000e-01,4.300000e-01,1.420000e+01,5,1.300000e+00,41,3,0
125,345,Æ»¹û¸¬,100,336,1.420000e+01,6.000000e-01,1.000000e-01,1.600000e+00,8.330000e+01,12,1.000000e-02,9.000000e-02,1.000000e-01,4.400000e-01,1.280000e+01,9,1.600000e+00,41,0,0
